logical clock,global time,event type,queue length
1,1678065849,internal,0
2,1678065849,internal,0
3,1678065850,internal,0
4,1678065850,receive,0
5,1678065850,internal,0
6,1678065851,internal,0
7,1678065851,send,0
8,1678065851,internal,0
9,1678065852,internal,0
10,1678065852,send,0
11,1678065852,send,0
12,1678065853,internal,0
13,1678065853,internal,0
14,1678065853,internal,0
19,1678065854,receive,0
20,1678065854,send,0
21,1678065854,internal,0
22,1678065855,send,0
23,1678065855,internal,0
24,1678065855,internal,0
25,1678065856,internal,0
29,1678065856,receive,0
30,1678065856,send,0
31,1678065857,internal,0
32,1678065857,send,0
33,1678065857,internal,0
34,1678065858,internal,0
35,1678065858,internal,0
36,1678065858,internal,0
37,1678065859,send,0
38,1678065859,internal,0
39,1678065860,internal,0
40,1678065860,internal,0
41,1678065860,internal,0
42,1678065861,internal,0
43,1678065861,internal,0
48,1678065861,receive,0
49,1678065862,internal,0
50,1678065862,internal,0
51,1678065862,internal,0
54,1678065863,receive,0
55,1678065863,send,0
56,1678065863,send,0
57,1678065864,internal,0
58,1678065864,send,0
59,1678065864,send,0
60,1678065865,internal,0
61,1678065865,send,0
65,1678065865,receive,0
66,1678065866,internal,0
67,1678065866,send,0
68,1678065866,send,0
69,1678065867,internal,0
71,1678065867,receive,0
72,1678065867,receive,0
74,1678065868,receive,0
75,1678065868,send,0
77,1678065868,receive,0
78,1678065869,receive,0
79,1678065869,internal,0
80,1678065869,send,0
81,1678065870,internal,0
82,1678065870,internal,0
84,1678065870,receive,0
85,1678065871,internal,0
86,1678065871,internal,0
87,1678065871,internal,0
88,1678065872,internal,0
89,1678065872,send,0
90,1678065872,send,0
91,1678065873,internal,0
92,1678065873,internal,0
93,1678065873,internal,0
97,1678065874,receive,0
98,1678065874,send,0
99,1678065874,internal,0
101,1678065875,receive,0
102,1678065875,internal,0
103,1678065875,internal,0
105,1678065876,receive,0
106,1678065876,internal,0
107,1678065876,internal,0
108,1678065877,send,0
109,1678065877,send,0
110,1678065877,internal,0
113,1678065878,receive,0
114,1678065878,internal,0
116,1678065878,receive,0
117,1678065879,send,0
118,1678065879,internal,0
120,1678065879,receive,0
121,1678065880,send,0
122,1678065880,internal,0
123,1678065880,internal,0
126,1678065881,receive,0
127,1678065881,send,0
128,1678065881,internal,0
129,1678065882,receive,1
130,1678065882,receive,0
131,1678065882,send,0
132,1678065883,internal,0
133,1678065883,internal,0
134,1678065883,internal,0
135,1678065884,internal,0
136,1678065884,internal,0
137,1678065884,internal,0
138,1678065885,internal,0
143,1678065885,receive,0
144,1678065885,internal,0
145,1678065886,internal,0
147,1678065886,receive,0
148,1678065886,internal,0
149,1678065887,receive,0
150,1678065887,internal,0
151,1678065887,internal,0
154,1678065888,receive,0
155,1678065888,internal,0
156,1678065888,internal,0
157,1678065889,receive,0
158,1678065889,send,0
159,1678065890,internal,0
160,1678065890,internal,0
161,1678065890,send,0
162,1678065891,internal,0
163,1678065891,send,0
164,1678065891,internal,0
168,1678065892,receive,0
169,1678065892,send,0
170,1678065892,internal,0
172,1678065893,receive,0
173,1678065893,receive,0
174,1678065893,internal,0
175,1678065894,send,0
176,1678065894,send,0
177,1678065894,send,0
178,1678065895,internal,0
181,1678065895,receive,0
182,1678065895,internal,0
183,1678065896,internal,0
184,1678065896,send,0
185,1678065896,internal,0
186,1678065897,internal,0
187,1678065897,internal,0
188,1678065897,internal,0
189,1678065898,internal,0
190,1678065898,internal,0
191,1678065898,send,0
192,1678065899,internal,0
193,1678065899,internal,0
199,1678065899,receive,0
200,1678065900,internal,0
201,1678065900,receive,0
202,1678065900,internal,0
204,1678065901,receive,0
205,1678065901,internal,0
206,1678065901,receive,0
207,1678065902,internal,0
208,1678065902,internal,0
210,1678065902,receive,0
211,1678065903,internal,0
212,1678065903,internal,0
213,1678065903,send,0
214,1678065904,internal,0
215,1678065904,internal,0
219,1678065904,receive,0
220,1678065905,internal,0
221,1678065905,internal,0
222,1678065905,internal,0
223,1678065906,internal,0
224,1678065906,internal,0
226,1678065906,receive,0
227,1678065907,internal,0
229,1678065907,receive,0
230,1678065907,internal,0
232,1678065908,receive,0
233,1678065908,receive,0
234,1678065908,internal,0
235,1678065909,internal,0
236,1678065909,internal,0
239,1678065909,receive,0
240,1678065910,internal,0
