logical clock,global time,event type,queue length
1,0,send,0
2,0,send,0
3,0,send,0
4,0,send,0
5,0,send,0
6,1,send,0
7,1,send,0
8,1,send,0
9,1,send,0
10,1,send,0
11,1,send,0
12,2,send,0
13,2,internal,0
14,2,send,0
15,2,send,0
16,2,internal,0
17,2,internal,0
18,3,send,0
19,3,internal,0
20,3,internal,0
21,3,send,0
22,3,send,0
23,3,send,0
24,4,send,0
25,4,internal,0
26,4,send,0
27,4,internal,0
28,4,send,0
29,4,send,0
30,5,send,0
31,5,send,0
32,5,send,0
33,5,send,0
34,5,send,0
35,5,send,0
36,6,send,0
37,6,internal,0
38,6,send,0
39,6,send,0
40,6,send,0
41,7,send,0
42,7,send,0
43,7,send,0
44,7,internal,0
45,7,send,0
46,7,send,0
47,8,send,0
48,8,internal,0
49,8,send,0
50,8,send,0
51,8,send,0
52,8,send,0
53,9,send,0
54,9,internal,0
55,9,send,0
56,9,send,0
57,9,send,0
58,9,send,0
59,10,send,0
60,10,send,0
61,10,send,0
62,10,send,0
63,10,internal,0
64,10,send,0
65,11,send,0
66,11,send,0
67,11,send,0
68,11,send,0
69,11,internal,0
70,11,send,0
71,12,send,0
72,12,send,0
73,12,send,0
74,12,send,0
75,12,internal,0
76,13,internal,0
77,13,send,0
78,13,send,0
79,13,internal,0
80,13,send,0
81,13,send,0
82,14,internal,0
83,14,send,0
84,14,send,0
85,14,internal,0
86,14,internal,0
87,14,send,0
88,15,send,0
89,15,send,0
90,15,internal,0
91,15,send,0
92,15,internal,0
93,15,send,0
94,16,send,0
95,16,send,0
96,16,internal,0
97,16,send,0
98,16,internal,0
99,16,internal,0
100,17,send,0
101,17,internal,0
102,17,send,0
103,17,receive,0
104,17,send,0
105,17,send,0
106,18,send,0
107,18,send,0
108,18,send,0
109,18,send,0
110,18,send,0
111,18,send,0
112,19,send,0
113,19,internal,0
114,19,internal,0
115,19,internal,0
116,19,internal,0
117,19,receive,0
118,20,send,0
119,20,receive,0
120,20,send,0
121,20,send,0
122,20,internal,0
123,21,send,0
124,21,internal,0
125,21,send,0
126,21,send,0
127,21,internal,0
128,21,send,0
129,22,send,0
130,22,internal,0
131,22,send,0
132,22,send,0
133,22,send,0
134,22,send,0
135,23,send,0
136,23,send,0
137,23,send,0
138,23,internal,0
139,23,send,0
140,23,send,0
141,24,send,0
142,24,send,0
143,24,send,0
144,24,send,0
145,24,send,0
146,24,internal,0
147,25,send,0
148,25,send,0
149,25,send,0
150,25,send,0
151,25,send,0
152,25,send,0
153,26,send,0
154,26,internal,0
155,26,send,0
156,26,internal,0
157,26,internal,0
158,26,send,0
159,27,send,0
160,27,send,0
161,27,send,0
162,27,internal,0
163,27,internal,0
164,27,send,0
165,28,send,0
166,28,send,0
167,28,internal,0
168,28,send,0
169,28,send,0
170,28,internal,0
171,29,send,0
172,29,send,0
173,29,send,0
174,29,send,0
175,29,internal,0
176,30,send,0
177,30,internal,0
178,30,internal,0
179,30,internal,0
180,30,receive,0
181,30,send,0
182,31,send,0
183,31,send,0
184,31,internal,0
185,31,send,0
186,31,internal,0
187,31,send,0
188,32,send,0
189,32,send,0
190,32,internal,0
191,32,send,0
192,32,send,0
193,32,internal,0
194,33,send,0
195,33,send,0
196,33,receive,0
197,33,send,0
198,33,receive,0
199,33,send,0
200,34,send,0
201,34,send,0
202,34,send,0
203,34,send,0
204,34,send,0
205,34,send,0
206,35,send,0
207,35,send,0
208,35,send,0
209,35,send,0
210,35,internal,0
211,35,send,0
212,36,internal,0
213,36,send,0
214,36,internal,0
215,36,send,0
216,36,send,0
217,36,internal,0
218,37,send,0
219,37,send,0
220,37,send,0
221,37,internal,0
222,37,send,0
223,38,send,0
224,38,internal,0
225,38,internal,0
226,38,internal,0
227,38,internal,0
228,38,send,0
229,39,send,0
230,39,internal,0
231,39,send,0
232,39,send,0
233,39,send,0
234,39,receive,0
235,40,send,0
236,40,send,0
237,40,send,0
238,40,internal,0
239,40,send,0
240,40,send,0
241,41,internal,0
242,41,send,0
243,41,send,0
244,41,send,0
245,41,internal,0
246,41,send,0
247,42,send,0
248,42,send,0
249,42,internal,0
250,42,send,0
251,42,send,0
252,42,send,0
253,43,internal,0
254,43,internal,0
255,43,send,0
256,43,send,0
257,43,receive,0
258,43,send,0
259,44,receive,0
260,44,send,0
261,44,send,0
262,44,send,0
263,44,internal,0
264,45,send,0
265,45,internal,0
266,45,internal,0
267,45,receive,0
268,45,internal,0
269,45,send,0
270,46,send,0
271,46,send,0
272,46,internal,0
273,46,send,0
274,46,send,0
275,46,send,0
276,47,send,0
277,47,send,0
278,47,send,0
279,47,internal,0
280,47,send,0
281,47,internal,0
282,48,send,0
283,48,send,0
284,48,internal,0
285,48,send,0
286,48,send,0
287,48,internal,0
288,49,internal,0
289,49,send,0
290,49,send,0
291,49,send,0
292,49,send,0
293,49,send,0
294,50,send,0
295,50,send,0
296,50,send,0
297,50,send,0
298,50,internal,0
299,50,send,0
300,51,send,0
301,51,send,0
302,51,send,0
303,51,send,0
304,51,internal,0
305,52,send,0
306,52,internal,0
307,52,send,0
308,52,internal,0
309,52,send,0
310,52,internal,0
311,53,send,0
312,53,send,0
313,53,send,0
314,53,internal,0
315,53,send,0
316,53,send,0
317,54,internal,0
318,54,send,0
319,54,send,0
320,54,internal,0
321,54,send,0
322,54,send,0
323,55,send,0
324,55,internal,0
325,55,send,0
326,55,send,0
327,55,send,0
328,55,send,0
329,56,send,0
330,56,send,0
331,56,send,0
332,56,internal,0
333,56,send,0
334,56,send,0
335,57,internal,0
336,57,send,0
337,57,send,0
338,57,send,0
339,57,send,0
340,58,send,0
341,58,send,0
342,58,send,0
343,58,send,0
