logical clock,global time,event type,queue length
1,1,send,0
2,1,send,0
3,1,internal,0
4,1,internal,0
5,1,send,0
6,1,receive,0
7,2,send,0
8,2,send,0
9,2,internal,0
10,2,send,0
11,2,send,0
12,3,send,0
13,3,send,0
14,3,send,0
15,3,send,0
16,3,send,0
17,3,send,0
18,4,send,0
19,4,send,0
20,4,send,0
21,4,send,0
22,4,internal,0
23,4,internal,0
24,5,send,0
25,5,send,0
26,5,send,0
27,5,internal,0
28,5,send,0
29,5,send,0
30,6,internal,0
31,6,send,0
32,6,send,0
33,6,send,0
34,6,send,0
35,6,send,0
36,7,send,0
37,7,internal,0
38,7,internal,0
39,7,send,0
40,7,send,0
41,7,send,0
42,8,send,0
43,8,send,0
44,8,send,0
45,8,send,0
46,8,send,0
47,9,send,0
48,9,send,0
49,9,internal,0
50,9,send,0
51,9,send,0
52,9,send,0
53,10,internal,0
54,10,send,0
55,10,send,0
56,10,send,0
57,10,internal,0
58,10,internal,0
59,11,send,0
60,11,internal,0
61,11,send,0
62,11,receive,0
63,11,send,0
64,11,receive,0
65,12,send,0
66,12,send,0
67,12,send,0
68,12,send,0
69,12,send,0
70,12,send,0
71,13,send,0
72,13,send,0
73,13,send,0
74,13,send,0
75,13,send,0
76,13,send,0
77,14,send,0
78,14,send,0
79,14,send,0
80,14,send,0
81,14,send,0
82,14,internal,0
83,15,send,0
84,15,send,0
85,15,internal,0
86,15,send,0
87,15,send,0
88,16,send,0
89,16,send,0
90,16,send,0
91,16,send,0
92,16,send,0
93,16,internal,0
94,17,send,0
95,17,internal,0
96,17,send,0
97,17,send,0
98,17,send,0
99,17,internal,0
100,18,send,0
101,18,send,0
102,18,send,0
103,18,internal,0
104,18,send,0
105,18,send,0
106,19,internal,0
107,19,send,0
108,19,internal,0
109,19,send,0
110,19,internal,0
111,19,send,0
112,20,send,0
113,20,send,0
114,20,send,0
115,20,internal,0
116,20,send,0
117,21,internal,0
118,21,send,0
119,21,receive,0
120,21,send,0
121,21,receive,0
122,21,send,0
123,22,send,0
124,22,send,0
125,22,send,0
126,22,send,0
127,22,internal,0
128,22,internal,0
129,23,internal,0
130,23,send,0
131,23,send,0
132,23,send,0
133,23,send,0
134,23,internal,0
135,24,send,0
136,24,send,0
137,24,send,0
138,24,send,0
139,24,send,0
140,24,internal,0
141,25,send,0
142,25,send,0
143,25,internal,0
144,25,send,0
145,25,send,0
146,25,internal,0
147,26,internal,0
148,26,send,0
149,26,send,0
150,26,send,0
151,26,internal,0
152,27,send,0
153,27,send,0
154,27,send,0
155,27,internal,0
156,27,internal,0
157,27,send,0
158,28,send,0
159,28,send,0
160,28,internal,0
161,28,send,0
162,28,send,0
163,28,send,0
164,29,send,0
165,29,internal,0
166,29,send,0
167,29,internal,0
168,29,send,0
169,29,send,0
170,30,internal,0
171,30,internal,0
172,30,send,0
173,30,send,0
174,30,send,0
175,30,internal,0
176,31,send,0
177,31,send,0
178,31,send,0
179,31,internal,0
180,31,send,0
181,31,send,0
182,32,send,0
183,32,internal,0
184,32,internal,0
185,32,internal,0
186,32,send,0
187,32,internal,0
188,33,send,0
189,33,send,0
190,33,send,0
191,33,send,0
192,33,internal,0
193,34,internal,0
194,34,send,0
195,34,send,0
196,34,send,0
197,34,internal,0
198,34,send,0
199,35,send,0
200,35,send,0
201,35,internal,0
