logical clock,global time,event type,queue length
1,1,send,0
2,2,send,0
3,3,send,0
4,4,send,0
5,5,send,0
6,6,receive,0
7,7,send,0
8,8,receive,0
9,9,internal,0
10,10,receive,0
11,11,receive,1
12,12,receive,0
13,13,receive,1
14,14,receive,0
15,15,send,0
16,16,send,0
17,17,send,0
18,18,internal,0
19,19,send,0
20,20,send,0
21,21,send,0
22,22,send,0
23,23,internal,0
24,24,receive,0
25,25,receive,0
26,26,send,0
27,27,send,0
28,28,send,0
29,29,receive,0
30,30,receive,1
31,31,receive,2
32,32,receive,2
33,33,receive,3
34,34,receive,2
35,35,receive,1
36,36,receive,1
37,37,receive,0
38,38,send,0
39,39,internal,0
40,40,receive,0
41,41,receive,0
42,42,send,0
43,43,send,0
44,44,internal,0
45,45,internal,0
46,46,receive,0
47,47,receive,0
48,48,receive,0
49,49,receive,0
50,50,receive,0
51,51,receive,1
52,52,receive,1
53,53,receive,0
54,54,receive,0
55,55,send,0
56,56,send,0
57,58,internal,0
58,59,internal,0
59,60,send,0
60,61,internal,0
