logical clock,global time,event type,queue length
1,0,internal,0
2,0,send,0
3,1,internal,0
7,1,receive,0
8,1,internal,0
11,2,receive,0
12,2,internal,0
13,2,send,0
14,3,internal,0
15,3,internal,0
16,3,send,0
23,4,receive,0
25,4,receive,0
27,4,receive,0
28,5,send,0
30,5,receive,0
31,5,internal,0
32,6,send,0
33,6,send,0
34,6,internal,0
41,7,receive,0
43,7,receive,0
44,7,internal,0
46,8,receive,1
47,8,receive,0
48,8,internal,0
49,9,internal,0
50,9,internal,0
51,9,send,0
52,10,send,0
53,10,internal,0
54,10,internal,0
55,11,internal,0
66,11,receive,0
67,11,internal,0
70,12,receive,0
71,12,internal,0
72,12,internal,0
73,13,send,0
79,13,receive,0
80,13,send,0
81,14,internal,0
82,14,internal,0
86,14,receive,0
87,15,internal,0
88,15,send,0
89,15,internal,0
90,16,internal,0
91,16,internal,0
92,16,send,0
93,17,internal,0
94,17,send,0
95,17,internal,0
96,18,internal,0
97,18,send,0
98,18,internal,0
99,19,send,0
100,19,internal,0
115,19,receive,0
116,20,internal,0
117,20,internal,0
118,20,send,0
119,21,send,0
120,21,internal,0
121,21,internal,0
130,22,receive,0
131,22,receive,0
132,22,internal,0
133,23,internal,0
134,23,internal,0
135,24,send,0
136,24,send,0
137,24,internal,0
146,25,receive,0
147,25,send,0
148,25,internal,0
151,26,receive,0
154,26,receive,0
155,26,internal,0
158,27,receive,0
159,27,receive,0
162,27,receive,0
164,28,receive,0
165,28,receive,1
166,28,receive,0
170,29,receive,0
171,29,send,0
172,29,internal,0
173,30,internal,0
178,30,receive,0
179,30,send,0
180,31,internal,0
181,31,internal,0
185,31,receive,0
186,32,receive,0
187,32,internal,0
190,32,receive,0
193,33,receive,0
194,33,internal,0
197,33,receive,0
198,34,internal,0
201,34,receive,0
202,34,send,0
203,35,internal,0
204,35,internal,0
205,35,send,0
206,36,send,0
207,36,internal,0
208,36,internal,0
209,37,internal,0
218,37,receive,0
219,37,internal,0
222,38,receive,0
223,38,internal,0
226,38,receive,0
227,39,send,0
228,39,internal,0
232,39,receive,0
233,40,internal,0
236,40,receive,0
238,40,receive,0
239,41,internal,0
240,41,internal,0
245,41,receive,0
246,42,send,0
247,42,send,0
248,42,send,0
249,43,internal,0
250,43,send,0
251,43,internal,0
259,44,receive,0
261,44,receive,0
262,44,internal,0
264,45,receive,0
265,45,internal,0
266,45,internal,0
267,46,internal,0
268,46,internal,0
269,46,send,0
270,47,internal,0
278,47,receive,0
279,47,internal,0
283,48,receive,0
285,48,receive,0
286,48,internal,0
289,49,receive,0
290,49,receive,0
291,49,internal,0
292,50,internal,0
293,50,internal,0
294,50,internal,0
295,51,internal,0
296,51,send,0
297,51,internal,0
305,52,receive,0
308,52,receive,0
310,52,receive,0
311,53,receive,0
312,53,internal,0
313,53,internal,0
317,54,receive,0
319,54,receive,0
321,54,receive,0
324,55,receive,0
325,55,send,0
328,55,receive,0
329,56,internal,0
330,56,internal,0
334,56,receive,0
335,57,send,0
336,57,send,0
337,58,internal,0
341,58,receive,1
342,58,receive,0
343,59,internal,0
344,59,send,0
345,59,internal,0
346,60,internal,0
347,60,internal,0
348,60,send,0
358,61,receive,0
