logical clock,global time,event type,queue length
1.0,1,receive,0
2.3,2,receive,0
3.3,3,receive,1
4.3,4,receive,0
5.3,5,internal,0
6.3,6,internal,0
7.7,7,receive,0
8.7,8,internal,0
9.7,9,receive,1
10.7,10,receive,1
11.7,11,receive,2
12.7,12,receive,1
13.7,13,receive,2
14.7,14,receive,2
15.7,15,receive,2
16.7,16,receive,2
17.7,17,receive,3
18.7,18,receive,5
19.7,19,receive,7
20.7,20,receive,6
21.7,21,receive,8
22.7,22,receive,8
23.7,23,receive,11
24.7,24,receive,12
25.7,25,receive,15
26.7,26,receive,16
27.7,27,receive,17
28.7,28,receive,18
29.7,29,receive,19
30.7,30,receive,20
31.7,31,receive,23
32.7,32,receive,23
33.7,33,receive,22
34.7,34,receive,23
35.7,35,receive,23
36.7,36,receive,24
37.7,37,receive,23
38.7,38,receive,23
39.7,39,receive,24
40.7,40,receive,24
41.7,41,receive,24
42.7,42,receive,24
43.7,43,receive,26
44.7,44,receive,27
45.7,45,receive,28
46.7,46,receive,29
47.7,47,receive,28
48.7,48,receive,28
49.7,49,receive,28
50.7,50,receive,28
51.7,51,receive,27
52.7,52,receive,27
53.7,53,receive,27
54.7,54,receive,28
55.7,55,receive,30
56.7,56,receive,30
57.7,57,receive,32
58.7,58,receive,35
59.7,59,receive,35
60.7,60,receive,35
61.7,61,receive,34
