logical clock,global time,event type,queue length
3,1,receive,0
4,2,receive,1
10,3,receive,0
11,4,internal,0
27,5,receive,0
32,6,receive,1
35,7,receive,2
36,8,receive,3
37,9,receive,3
45,10,receive,3
47,11,receive,5
48,12,receive,5
59,13,receive,7
61,14,receive,6
62,15,receive,6
63,16,receive,5
70,17,receive,5
71,18,receive,5
72,19,receive,4
73,20,receive,3
83,21,receive,5
100,22,receive,5
101,23,receive,7
117,24,receive,6
122,25,receive,7
123,26,receive,7
124,27,receive,8
131,28,receive,8
132,29,receive,9
133,30,receive,9
145,31,receive,9
146,32,receive,9
147,33,receive,10
153,34,receive,10
157,35,receive,10
158,36,receive,10
166,37,receive,10
167,38,receive,10
170,39,receive,12
172,40,receive,12
184,41,receive,11
191,42,receive,12
192,43,receive,11
195,44,receive,10
196,45,receive,10
210,46,receive,10
212,47,receive,11
219,48,receive,12
224,49,receive,11
225,50,receive,12
228,51,receive,11
231,52,receive,14
242,53,receive,14
243,54,receive,15
263,55,receive,15
269,56,receive,16
270,57,receive,17
274,58,receive,17
280,59,receive,16
282,60,receive,16
288,61,receive,16
