logical clock,global time,event type,queue length
1,1,internal,0
2,2,send,0
3,3,receive,0
4,4,receive,1
5,5,receive,2
6,6,receive,1
7,7,receive,0
8,8,receive,0
9,9,internal,0
10,10,send,0
11,11,receive,0
12,12,send,0
13,13,send,0
14,14,receive,0
15,15,send,0
16,16,receive,0
17,17,send,0
18,18,receive,0
19,19,send,0
20,20,receive,0
21,21,send,0
22,22,send,0
23,23,internal,0
24,24,send,0
25,25,send,0
26,26,internal,0
27,27,receive,0
28,28,receive,0
29,29,receive,0
30,30,send,0
31,31,send,0
32,32,internal,0
33,33,send,0
34,34,receive,0
35,35,send,0
36,36,send,0
37,37,internal,0
38,38,internal,0
39,39,receive,0
40,40,receive,0
41,41,send,0
42,42,send,0
43,43,internal,0
44,44,receive,0
45,45,receive,0
46,46,receive,0
47,47,send,0
48,48,internal,0
49,49,receive,0
50,50,send,0
51,51,send,0
52,52,receive,0
53,53,receive,0
54,54,send,0
55,55,internal,0
56,56,receive,0
57,57,receive,1
58,59,receive,0
59,60,internal,0
60,61,receive,1
