logical clock,global time,event type,queue length
1,0,receive,0
2,1,receive,1
3,1,receive,0
6,1,receive,0
8,2,receive,0
10,2,receive,0
13,2,receive,0
14,3,send,0
16,3,receive,0
19,3,receive,0
20,4,receive,1
21,4,receive,2
22,4,receive,3
23,5,receive,3
24,5,receive,3
25,5,receive,3
27,6,receive,2
29,6,receive,2
30,6,receive,2
35,7,receive,2
36,7,receive,2
38,7,receive,2
41,8,receive,3
42,8,receive,2
44,8,receive,3
45,9,receive,2
48,9,receive,2
49,9,receive,2
53,10,receive,1
55,10,receive,2
58,10,receive,2
59,11,receive,1
61,11,receive,1
64,11,receive,1
66,12,receive,2
67,12,receive,3
68,12,receive,2
69,13,receive,3
70,13,receive,3
73,13,receive,3
74,14,receive,4
75,14,receive,5
78,14,receive,4
79,15,receive,3
80,15,receive,2
81,15,receive,1
82,16,receive,0
93,16,receive,1
94,16,receive,1
95,17,receive,0
99,17,receive,1
100,17,receive,2
101,18,receive,3
102,18,receive,3
103,18,receive,2
104,19,receive,2
105,19,receive,3
109,20,receive,2
111,20,receive,2
112,20,receive,2
115,21,receive,2
117,21,receive,3
119,21,receive,3
121,22,receive,3
122,22,receive,4
123,22,receive,4
126,23,receive,5
127,23,receive,4
128,23,receive,3
129,24,receive,3
131,24,receive,4
132,24,receive,3
137,25,receive,3
138,25,receive,3
139,25,receive,3
143,26,receive,4
145,26,receive,4
146,26,receive,3
148,27,receive,3
149,27,receive,2
151,27,receive,2
154,28,receive,2
158,28,receive,2
160,28,receive,3
163,29,receive,3
164,29,receive,3
165,29,receive,4
167,30,receive,4
169,30,receive,5
170,30,receive,6
171,31,receive,5
172,31,receive,5
174,31,receive,4
175,32,receive,4
176,32,receive,3
177,32,receive,3
181,33,receive,3
184,33,receive,4
189,33,receive,5
190,34,receive,5
192,34,receive,4
193,34,receive,5
194,35,receive,5
195,35,receive,4
197,35,receive,4
200,36,receive,4
201,36,receive,3
202,36,receive,4
206,37,receive,4
208,37,receive,5
211,37,receive,6
212,38,receive,6
213,38,receive,6
215,38,receive,5
216,39,receive,5
217,39,receive,5
218,39,receive,4
219,40,receive,5
222,40,receive,5
225,40,receive,5
227,41,receive,4
231,41,receive,5
232,41,receive,4
233,42,receive,4
236,42,receive,4
239,42,receive,4
240,43,receive,4
244,43,receive,4
245,43,receive,3
247,44,receive,2
250,44,receive,2
251,45,receive,3
258,45,receive,3
259,45,receive,3
260,46,receive,3
261,46,receive,4
263,46,receive,3
266,47,receive,4
267,47,receive,4
268,47,receive,4
271,48,receive,4
272,48,receive,4
274,48,receive,4
276,49,receive,4
278,49,receive,4
279,49,receive,5
281,50,receive,5
282,50,receive,5
285,50,receive,6
286,51,receive,6
287,51,receive,7
288,51,receive,6
291,52,receive,6
292,52,receive,6
293,52,receive,6
295,53,receive,6
296,53,receive,7
297,53,receive,7
301,54,receive,7
303,54,receive,6
305,54,receive,5
307,55,receive,5
308,55,receive,4
309,55,receive,3
310,56,receive,3
312,56,receive,3
319,56,receive,3
325,57,receive,3
327,57,receive,2
328,57,receive,2
331,58,receive,2
335,58,receive,1
336,58,receive,1
340,59,receive,2
342,59,receive,2
343,59,receive,1
344,60,receive,2
347,60,receive,3
348,60,receive,4
349,61,receive,4
