logical clock,global time,event type,queue length
2,1,receive,2
4,2,receive,4
5,3,receive,8
6,4,receive,9
8,5,receive,11
10,6,receive,13
12,7,receive,14
13,8,receive,15
15,9,receive,16
16,10,receive,18
17,11,receive,20
18,12,receive,22
19,13,receive,24
24,14,receive,24
26,15,receive,26
28,16,receive,27
31,17,receive,28
32,18,receive,29
33,19,receive,33
36,20,receive,36
40,21,receive,37
42,22,receive,38
46,23,receive,37
48,24,receive,39
52,25,receive,39
53,26,receive,41
54,27,receive,42
55,28,receive,44
60,29,receive,46
61,30,receive,47
63,31,receive,48
65,32,receive,50
66,33,receive,52
68,34,receive,53
72,35,receive,52
73,36,receive,54
76,37,receive,53
82,38,receive,54
84,39,receive,58
85,40,receive,59
86,41,receive,60
88,42,receive,64
89,43,receive,67
96,44,receive,68
98,45,receive,72
100,46,receive,75
101,47,receive,78
106,48,receive,79
107,49,receive,81
108,50,receive,85
109,51,receive,88
111,52,receive,88
112,53,receive,89
113,54,receive,92
114,55,receive,95
115,56,receive,99
118,57,receive,101
120,58,receive,103
125,59,receive,105
128,60,receive,106
135,61,receive,108
